file,src,size_bytes,load_ok,load_error,n_literals_sanitized,n_classes,n_obj_props,n_data_props,n_annotations,WMCOnto,NOMOnto,DITM,NACOnto,CBOnto,TMOnto,LCOMOnto,ANOnto,INROnto,RROnto,AROnto,consistent,n_unsatisfiable,n_inferred_classes,reasoner_seconds,reasoner_error,score_structural,score_modularity,score_reusability,score_operability,score_reliability,oquare_global,experiment,db,model,variant,run,eval_seconds
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N50/postprocessed/ontology_run3.ttl,2389,1,,0,2,1,5,0,3.0,3.0,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.16666666666666666,True,0,2,0.27,,5.0,4.5,2.33,2.5,5,3.87,E3,FANTOM5,gpt-4o_N50,postprocessed,3,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N50/postprocessed/ontology_run1.ttl,2447,1,,0,4,3,1,0,1.0,1.0,1,1.0,1.0,0.0,4,0.0,0.0,0.75,0.75,True,0,4,0.25,,5.0,4.0,2.33,4.5,5,4.17,E3,dbSUPER,gpt-4o_N50,postprocessed,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N50/postprocessed/ontology_run2.ttl,2613,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.27,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N50,postprocessed,2,0.27
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N50/postprocessed/ontology_run3.ttl,2533,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.25,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N50,postprocessed,3,0.25
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N50_ragapi/postprocessed/ontology_run1.ttl,2367,1,,0,2,1,2,0,1.5,1.5,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.3333333333333333,True,0,2,0.27,,5.0,4.5,2.33,3.0,5,3.97,E3,FANTOM5,gpt-4o_N50_ragapi,postprocessed,1,0.27
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N50_ragapi/postprocessed/ontology_run2.ttl,2775,1,,0,3,2,2,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,0.6666666666666666,0.5,True,0,3,0.27,,5.0,4.0,2.33,4.0,5,4.07,E3,FANTOM5,gpt-4o_N50_ragapi,postprocessed,2,0.27
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_N50_ragapi/postprocessed/ontology_run3.ttl,2326,1,,0,2,1,2,0,1.5,1.5,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.3333333333333333,True,0,2,0.27,,5.0,4.5,2.33,3.0,5,3.97,E3,FANTOM5,gpt-4o_N50_ragapi,postprocessed,3,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N50_ragapi/postprocessed/ontology_run1.ttl,3041,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.26,,5.0,4.0,2.33,5.0,5,4.27,E3,dbSUPER,gpt-4o_N50_ragapi,postprocessed,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N50_ragapi/postprocessed/ontology_run2.ttl,3462,1,,0,4,3,1,0,1.0,1.0,1,1.0,1.0,0.0,4,0.0,0.0,0.75,0.75,True,0,4,0.26,,5.0,4.0,2.33,4.5,5,4.17,E3,dbSUPER,gpt-4o_N50_ragapi,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N50_ragapi/postprocessed/ontology_run3.ttl,2905,1,,0,4,3,1,0,1.0,1.0,1,1.0,1.0,0.0,4,0.0,0.0,0.75,0.75,True,0,4,0.26,,5.0,4.0,2.33,4.5,5,4.17,E3,dbSUPER,gpt-4o_N50_ragapi,postprocessed,3,0.26
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_ragapi/postprocessed/ontology_run1.ttl,3428,1,,0,3,5,2,0,2.3333333333333335,2.3333333333333335,2,1.3333333333333333,0.6666666666666666,0.0,2,0.0,0.3333333333333333,1.6666666666666667,0.7142857142857143,True,0,3,0.26,,5.0,4.5,2.67,5.0,5,4.43,E3,FANTOM5,gpt-4o_ragapi,postprocessed,1,0.27
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_ragapi/postprocessed/ontology_run2.ttl,3334,1,,0,3,6,0,0,2.0,2.0,2,1.3333333333333333,0.6666666666666666,0.0,2,0.0,0.3333333333333333,2.0,1.0,True,0,3,0.23,,5.0,4.5,2.67,5.0,5,4.43,E3,FANTOM5,gpt-4o_ragapi,postprocessed,2,0.23
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/gpt-4o_ragapi/postprocessed/ontology_run3.ttl,3354,1,,0,3,5,0,0,1.6666666666666667,1.6666666666666667,2,1.3333333333333333,0.0,0.0,2,0.0,0.3333333333333333,1.6666666666666667,1.0,True,0,3,0.21,,5.0,4.5,2.67,5.0,5,4.43,E3,FANTOM5,gpt-4o_ragapi,postprocessed,3,0.21
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_ragapi/postprocessed/ontology_run1.ttl,3494,1,,0,6,5,0,0,0.8333333333333334,0.8333333333333334,1,1.0,1.0,0.0,6,0.0,0.0,0.8333333333333334,1.0,True,0,6,0.23,,5.0,3.5,2.33,5.0,5,4.17,E3,dbSUPER,gpt-4o_ragapi,postprocessed,1,0.23
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_ragapi/postprocessed/ontology_run2.ttl,3673,1,,0,6,5,3,0,1.3333333333333333,1.3333333333333333,1,1.0,1.0,0.0,6,0.0,0.0,0.8333333333333334,0.625,True,0,6,0.27,,5.0,3.5,2.33,5.0,5,4.17,E3,dbSUPER,gpt-4o_ragapi,postprocessed,2,0.28
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_ragapi/postprocessed/ontology_run3.ttl,3058,1,,0,3,3,2,0,1.6666666666666667,1.6666666666666667,2,1.3333333333333333,0.6666666666666666,0.0,2,0.0,0.3333333333333333,1.0,0.6,True,0,3,0.27,,5.0,4.5,2.67,4.5,5,4.33,E3,dbSUPER,gpt-4o_ragapi,postprocessed,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_ragapi/postprocessed/ontology_run1.ttl,3445,1,,0,6,5,2,0,1.1666666666666667,1.1666666666666667,1,1.0,1.0,0.0,6,0.0,0.0,0.8333333333333334,0.7142857142857143,,,,0.25,"OwlReadyJavaError: Java error message is:
Exception in thread ""main"" org.semanticweb.HermiT.datatypes.UnsupportedDatatypeException: HermiT supports all and only the datatypes of the OWL 2 datatype map, see 
http://www.w3.org/TR/owl2-syntax/#Datatype_Maps. 
The datatype 'http://example.org/ontology/crm#GenomicLocation' is not part of the OWL 2 datatype map and 
no custom datatype definition is given; 
therefore, HermiT cannot handle this datatype.
	at org.semanticweb.HermiT.datatypes.DatatypeRegistry.getDatatypeHandlerFor(Unknown Source)
	at org.semanticweb.HermiT.datatypes.DatatypeRegistry.getDatatypeHandlerFor(Unknown Source)
	at org.semanticweb.HermiT.datatypes.DatatypeRegistry.validateDatatypeRestriction(Unknown Source)
	at org.semanticweb.HermiT.structural.OWLClausification$DataRangeConverter.visit(Unknown Source)
	at uk.ac.manchester.cs.owl.owlapi.OWLDatatypeImpl.accept(OWLDatatypeImpl.java:343)
	at org.semanticweb.HermiT.structural.OWLClausification$DataRangeConverter.convertDataRange(Unknown Source)
	at org.semanticweb.HermiT.structural.OWLClausification$NormalizedAxiomClausifier.visit(Unknown Source)
	at uk.ac.manchester.cs.owl.owlapi.OWLDataAllValuesFromImpl.accept(OWLDataAllValuesFromImpl.java:99)
	at org.semanticweb.HermiT.structural.OWLClausification.clausify(Unknown Source)
	at org.semanticweb.HermiT.structural.OWLClausification.preprocessAndClausify(Unknown Source)
	at org.semanticweb.HermiT.Reasoner.loadOntology(Reasoner.java:117)
	at org.semanticweb.HermiT.Reasoner.<init>(Reasoner.java:108)
	at org.semanticweb.HermiT.Reasoner.<init>(Reasoner.java:86)
	at org.semanticweb.HermiT.cli.CommandLine.main(CommandLine.java:830)
",5.0,3.5,2.33,5.0,0,3.17,E3,HACER,gpt-4o_ragapi,postprocessed,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_ragapi/postprocessed/ontology_run2.ttl,3375,1,,0,6,5,2,0,1.1666666666666667,1.1666666666666667,1,1.0,0.0,0.0,6,0.0,0.0,0.8333333333333334,0.7142857142857143,True,0,6,0.28,,5.0,3.5,2.33,5.0,5,4.17,E3,HACER,gpt-4o_ragapi,postprocessed,2,0.29
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_ragapi/postprocessed/ontology_run3.ttl,3560,0,OwlReadyOntologyParsingError: Cannot download 'http://example.org/ontology/crm/'!,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E3,HACER,gpt-4o_ragapi,postprocessed,3,0.11
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/gpt-4o_ragapi/postprocessed/ontology_run1.ttl,2751,1,,0,3,3,0,0,1.0,1.0,1,1.0,1.0,0.0,3,0.0,0.0,1.0,1.0,True,0,3,0.23,,5.0,4.0,2.33,5.0,5,4.27,E3,DiseaseEnhancer,gpt-4o_ragapi,postprocessed,1,0.24
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/gpt-4o_ragapi/postprocessed/ontology_run2.ttl,3370,1,,0,3,3,1,0,1.3333333333333333,1.3333333333333333,1,1.0,0.0,0.0,3,0.0,0.0,1.0,0.75,True,0,3,0.25,,5.0,4.0,2.33,5.0,5,4.27,E3,DiseaseEnhancer,gpt-4o_ragapi,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/gpt-4o_ragapi/postprocessed/ontology_run3.ttl,3222,1,,0,4,4,0,0,1.0,1.0,2,1.25,1.0,0.0,3,0.0,0.25,1.0,1.0,True,0,4,0.23,,5.0,4.0,2.67,5.0,5,4.33,E3,DiseaseEnhancer,gpt-4o_ragapi,postprocessed,3,0.23
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/FANTOM5/llama3.1_8b/postprocessed/ontology_run1.ttl,3714,1,,0,2,10,0,0,5.0,5.0,1,1.0,1.0,0.0,2,0.0,0.0,5.0,1.0,True,0,2,0.25,,5.0,4.5,2.33,5.0,5,4.37,E1,FANTOM5,llama3.1_8b,postprocessed,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/FANTOM5/llama3.1_8b/postprocessed/ontology_run2.ttl,3714,1,,0,2,10,0,0,5.0,5.0,1,1.0,1.0,0.0,2,0.0,0.0,5.0,1.0,True,0,2,0.26,,5.0,4.5,2.33,5.0,5,4.37,E1,FANTOM5,llama3.1_8b,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/FANTOM5/llama3.1_8b/postprocessed/ontology_run3.ttl,3714,1,,0,2,10,0,0,5.0,5.0,1,1.0,1.0,0.0,2,0.0,0.0,5.0,1.0,True,0,2,0.25,,5.0,4.5,2.33,5.0,5,4.37,E1,FANTOM5,llama3.1_8b,postprocessed,3,0.26
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/dbSUPER/llama3.1_8b/postprocessed/ontology_run1.ttl,4393,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,dbSUPER,llama3.1_8b,postprocessed,1,0.0
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/dbSUPER/llama3.1_8b/postprocessed/ontology_run2.ttl,4393,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,dbSUPER,llama3.1_8b,postprocessed,2,0.0
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/dbSUPER/llama3.1_8b/postprocessed/ontology_run3.ttl,4393,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,dbSUPER,llama3.1_8b,postprocessed,3,0.0
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/HACER/llama3.1_8b/postprocessed/ontology_run1.ttl,31981,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,HACER,llama3.1_8b,postprocessed,1,0.01
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/HACER/llama3.1_8b/postprocessed/ontology_run2.ttl,31981,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,HACER,llama3.1_8b,postprocessed,2,0.01
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/HACER/llama3.1_8b/postprocessed/ontology_run3.ttl,31981,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,HACER,llama3.1_8b,postprocessed,3,0.01
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run1.ttl,3242,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,DiseaseEnhancer,llama3.1_8b,postprocessed,1,0.0
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run2.ttl,3100,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,DiseaseEnhancer,llama3.1_8b,postprocessed,2,0.0
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run3.ttl,3100,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E1,DiseaseEnhancer,llama3.1_8b,postprocessed,3,0.0
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/FANTOM5/llama3.1_8b/postprocessed/ontology_run1.ttl,2878,1,,0,1,11,2,0,13.0,13.0,1,1.0,0.0,0.0,1,0.0,0.0,11.0,0.8461538461538461,True,0,1,0.22,,4.75,5.0,2.33,5.0,5,4.42,E2,FANTOM5,llama3.1_8b,postprocessed,1,0.23
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/FANTOM5/llama3.1_8b/postprocessed/ontology_run2.ttl,2878,1,,0,1,11,2,0,13.0,13.0,1,1.0,0.0,0.0,1,0.0,0.0,11.0,0.8461538461538461,True,0,1,0.21,,4.75,5.0,2.33,5.0,5,4.42,E2,FANTOM5,llama3.1_8b,postprocessed,2,0.21
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/FANTOM5/llama3.1_8b/postprocessed/ontology_run3.ttl,2878,1,,0,1,11,2,0,13.0,13.0,1,1.0,0.0,0.0,1,0.0,0.0,11.0,0.8461538461538461,True,0,1,0.23,,4.75,5.0,2.33,5.0,5,4.42,E2,FANTOM5,llama3.1_8b,postprocessed,3,0.24
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/dbSUPER/llama3.1_8b/postprocessed/ontology_run1.ttl,3604,1,,0,1,6,6,0,12.0,12.0,1,1.0,0.0,0.0,1,0.0,0.0,6.0,0.5,True,0,1,0.29,,4.75,5.0,2.33,4.5,5,4.32,E2,dbSUPER,llama3.1_8b,postprocessed,1,0.29
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/dbSUPER/llama3.1_8b/postprocessed/ontology_run2.ttl,3604,1,,0,1,6,6,0,12.0,12.0,1,1.0,0.0,0.0,1,0.0,0.0,6.0,0.5,True,0,1,0.25,,4.75,5.0,2.33,4.5,5,4.32,E2,dbSUPER,llama3.1_8b,postprocessed,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/dbSUPER/llama3.1_8b/postprocessed/ontology_run3.ttl,3604,1,,0,1,6,6,0,12.0,12.0,1,1.0,0.0,0.0,1,0.0,0.0,6.0,0.5,True,0,1,0.27,,4.75,5.0,2.33,4.5,5,4.32,E2,dbSUPER,llama3.1_8b,postprocessed,3,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/HACER/llama3.1_8b/postprocessed/ontology_run1.ttl,6014,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E2,HACER,llama3.1_8b,postprocessed,1,0.0
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/HACER/llama3.1_8b/postprocessed/ontology_run2.ttl,6014,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E2,HACER,llama3.1_8b,postprocessed,2,0.0
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/HACER/llama3.1_8b/postprocessed/ontology_run3.ttl,6014,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E2,HACER,llama3.1_8b,postprocessed,3,0.0
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run1.ttl,6411,1,,0,1,17,4,0,21.0,21.0,1,1.0,1.0,0.0,1,0.0,0.0,17.0,0.8095238095238095,True,0,1,0.26,,4.25,5.0,2.33,5.0,5,4.32,E2,DiseaseEnhancer,llama3.1_8b,postprocessed,1,0.27
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run2.ttl,6411,1,,0,1,17,4,0,21.0,21.0,1,1.0,1.0,0.0,1,0.0,0.0,17.0,0.8095238095238095,True,0,1,0.26,,4.25,5.0,2.33,5.0,5,4.32,E2,DiseaseEnhancer,llama3.1_8b,postprocessed,2,0.27
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E2/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run3.ttl,6411,1,,0,1,17,4,0,21.0,21.0,1,1.0,1.0,0.0,1,0.0,0.0,17.0,0.8095238095238095,True,0,1,0.26,,4.25,5.0,2.33,5.0,5,4.32,E2,DiseaseEnhancer,llama3.1_8b,postprocessed,3,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b/postprocessed/ontology_run1.ttl,2325,1,,0,0,0,0,0,,,,,,,,,,,,True,0,0,0.22,,0,0,0,0,5,1.0,E3,FANTOM5,llama3.1_8b,postprocessed,1,0.22
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b/postprocessed/ontology_run2.ttl,2325,1,,0,0,0,0,0,,,,,,,,,,,,True,0,0,0.2,,0,0,0,0,5,1.0,E3,FANTOM5,llama3.1_8b,postprocessed,2,0.2
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/FANTOM5/llama3.1_8b/postprocessed/ontology_run3.ttl,2325,1,,0,0,0,0,0,,,,,,,,,,,,True,0,0,0.22,,0,0,0,0,5,1.0,E3,FANTOM5,llama3.1_8b,postprocessed,3,0.22
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b/postprocessed/ontology_run1.ttl,1889,1,,0,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.2,,5.0,5.0,2.33,1.0,5,3.67,E3,dbSUPER,llama3.1_8b,postprocessed,1,0.2
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b/postprocessed/ontology_run2.ttl,1889,1,,0,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.21,,5.0,5.0,2.33,1.0,5,3.67,E3,dbSUPER,llama3.1_8b,postprocessed,2,0.22
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b/postprocessed/ontology_run3.ttl,1889,1,,0,1,0,0,0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.2,,5.0,5.0,2.33,1.0,5,3.67,E3,dbSUPER,llama3.1_8b,postprocessed,3,0.2
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b/postprocessed/ontology_run1.ttl,3515,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E3,HACER,llama3.1_8b,postprocessed,1,0.0
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b/postprocessed/ontology_run2.ttl,3515,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E3,HACER,llama3.1_8b,postprocessed,2,0.0
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b/postprocessed/ontology_run3.ttl,3515,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E3,HACER,llama3.1_8b,postprocessed,3,0.0
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run1.ttl,3094,1,,0,5,0,0,0,0.0,0.0,1,1.0,0.0,0.0,5,0.0,0.0,0.0,0.0,True,0,5,0.2,,5.0,3.5,2.33,1.0,5,3.37,E3,DiseaseEnhancer,llama3.1_8b,postprocessed,1,0.2
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run2.ttl,3094,1,,0,5,0,0,0,0.0,0.0,1,1.0,0.0,0.0,5,0.0,0.0,0.0,0.0,True,0,5,0.19,,5.0,3.5,2.33,1.0,5,3.37,E3,DiseaseEnhancer,llama3.1_8b,postprocessed,2,0.2
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/DiseaseEnhancer/llama3.1_8b/postprocessed/ontology_run3.ttl,3094,1,,0,5,0,0,0,0.0,0.0,1,1.0,0.0,0.0,5,0.0,0.0,0.0,0.0,True,0,5,0.2,,5.0,3.5,2.33,1.0,5,3.37,E3,DiseaseEnhancer,llama3.1_8b,postprocessed,3,0.21
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/llama3.1_8b/ontology_run1.ttl,6580,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,FANTOM5,llama3.1_8b,raw,1,0.0
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/llama3.1_8b/ontology_run2.ttl,6580,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,FANTOM5,llama3.1_8b,raw,2,0.0
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/llama3.1_8b/ontology_run3.ttl,6580,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,FANTOM5,llama3.1_8b,raw,3,0.0
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/llama3.1_8b/ontology_run1.ttl,7600,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,dbSUPER,llama3.1_8b,raw,1,0.0
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/llama3.1_8b/ontology_run2.ttl,7600,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,dbSUPER,llama3.1_8b,raw,2,0.0
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/llama3.1_8b/ontology_run3.ttl,7600,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,dbSUPER,llama3.1_8b,raw,3,0.0
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/HACER/llama3.1_8b/ontology_run1.ttl,8091,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,HACER,llama3.1_8b,raw,1,0.0
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/HACER/llama3.1_8b/ontology_run2.ttl,8091,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,HACER,llama3.1_8b,raw,2,0.0
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/HACER/llama3.1_8b/ontology_run3.ttl,8091,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,HACER,llama3.1_8b,raw,3,0.0
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/DiseaseEnhancer/llama3.1_8b/ontology_run1.ttl,15737,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,DiseaseEnhancer,llama3.1_8b,raw,1,0.0
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/DiseaseEnhancer/llama3.1_8b/ontology_run2.ttl,15737,0,rdflib_parse_failed: el TTL no es válido,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E4,DiseaseEnhancer,llama3.1_8b,raw,2,0.0
