experiment,db_name,model,run,valid_turtle,n_triples,n_classes_generated,n_properties_generated,n_mappings_generated,n_classes_ref,n_properties_ref,n_mappings_ref,classes_matched,precision_classes,recall_classes,f1_classes,properties_matched,precision_properties,recall_properties,f1_properties,mappings_matched,mapping_precision,mapping_recall,n_with_label,coverage_annotations,global_score,file,error
E3,HACER,gpt-4o:ragapi,1,True,70,6,7,10,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_ragapi/ontology_run1.ttl,
E3,HACER,gpt-4o:ragapi,2,True,64,6,7,13,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_ragapi/ontology_run2.ttl,
E3,HACER,gpt-4o:ragapi,3,True,71,5,7,12,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/gpt-4o_ragapi/ontology_run3.ttl,
E3,HACER,llama3.1:8b,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:C1,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_C1/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:C1,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_C1/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:C1,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_C1/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:C2,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_C2/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:C2,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_C2/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:C2,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_C2/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:C3,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_C3/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:C3,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_C3/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:C3,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_C3/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:legacy,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_legacy/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:legacy,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_legacy/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:legacy,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_legacy/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:ragapi,1,True,27,6,3,9,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi/ontology_run1.ttl,
E3,HACER,llama3.1:8b:ragapi,2,True,27,6,3,9,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi/ontology_run2.ttl,
E3,HACER,llama3.1:8b:ragapi,3,True,27,6,3,9,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi/ontology_run3.ttl,
E3,HACER,llama3.1:8b:ragapi:C1,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi_C1/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:ragapi:C1,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi_C1/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:ragapi:C1,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi_C1/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:ragapi:C2,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi_C2/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:ragapi:C2,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi_C2/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:ragapi:C2,3,True,24,1,7,8,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi_C2/ontology_run3.ttl,
E3,HACER,llama3.1:8b:ragapi:C3,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi_C3/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:ragapi:C3,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi_C3/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,llama3.1:8b:ragapi:C3,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/llama3.1_8b_ragapi_C3/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,HACER,qwen2.5-coder:7b,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/qwen2.5-coder_7b/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,HACER,qwen2.5-coder:7b,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/qwen2.5-coder_7b/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,HACER,qwen2.5-coder:7b,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/HACER/qwen2.5-coder_7b/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,gpt-4o,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,gpt-4o,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,gpt-4o,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,gpt-4o:N100:ragapi,1,True,55,4,4,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N100_ragapi/ontology_run1.ttl,
E3,dbSUPER,gpt-4o:N100:ragapi,2,True,57,3,7,10,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N100_ragapi/ontology_run2.ttl,
E3,dbSUPER,gpt-4o:N100:ragapi,3,True,46,3,4,4,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N100_ragapi/ontology_run3.ttl,
E3,dbSUPER,gpt-4o:N200:ragapi,1,True,46,3,4,4,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N200_ragapi/ontology_run1.ttl,
E3,dbSUPER,gpt-4o:N200:ragapi,2,True,48,1,7,8,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N200_ragapi/ontology_run2.ttl,
E3,dbSUPER,gpt-4o:N200:ragapi,3,True,43,3,7,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N200_ragapi/ontology_run3.ttl,
E3,dbSUPER,gpt-4o:N25:ragapi,1,True,44,4,4,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N25_ragapi/ontology_run1.ttl,
E3,dbSUPER,gpt-4o:N25:ragapi,2,True,39,3,4,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N25_ragapi/ontology_run2.ttl,
E3,dbSUPER,gpt-4o:N25:ragapi,3,True,32,1,4,4,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N25_ragapi/ontology_run3.ttl,
E3,dbSUPER,gpt-4o:N50:ragapi,1,True,45,3,4,4,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N50_ragapi/ontology_run1.ttl,
E3,dbSUPER,gpt-4o:N50:ragapi,2,True,53,4,4,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N50_ragapi/ontology_run2.ttl,
E3,dbSUPER,gpt-4o:N50:ragapi,3,True,42,4,4,4,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_N50_ragapi/ontology_run3.ttl,
E3,dbSUPER,gpt-4o:legacy,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_legacy/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,gpt-4o:legacy,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_legacy/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,gpt-4o:legacy,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_legacy/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,gpt-4o:ragapi,1,True,56,6,5,5,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_ragapi/ontology_run1.ttl,
E3,dbSUPER,gpt-4o:ragapi,2,True,69,6,8,5,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_ragapi/ontology_run2.ttl,
E3,dbSUPER,gpt-4o:ragapi,3,True,47,3,5,2,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/gpt-4o_ragapi/ontology_run3.ttl,
E3,dbSUPER,llama3.1:8b,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:C1,1,True,18,4,2,6,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_C1/ontology_run1.ttl,
E3,dbSUPER,llama3.1:8b:C1,2,True,18,4,2,6,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_C1/ontology_run2.ttl,
E3,dbSUPER,llama3.1:8b:C1,3,True,18,4,2,6,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_C1/ontology_run3.ttl,
E3,dbSUPER,llama3.1:8b:C2,1,True,18,4,2,6,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_C2/ontology_run1.ttl,
E3,dbSUPER,llama3.1:8b:C2,2,True,18,4,2,6,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_C2/ontology_run2.ttl,
E3,dbSUPER,llama3.1:8b:C2,3,True,18,4,2,6,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_C2/ontology_run3.ttl,
E3,dbSUPER,llama3.1:8b:C3,1,True,18,4,2,6,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_C3/ontology_run1.ttl,
E3,dbSUPER,llama3.1:8b:C3,2,True,18,4,2,6,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_C3/ontology_run2.ttl,
E3,dbSUPER,llama3.1:8b:C3,3,True,18,4,2,6,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_C3/ontology_run3.ttl,
E3,dbSUPER,llama3.1:8b:N100,1,True,26,4,3,3,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N100/ontology_run1.ttl,
E3,dbSUPER,llama3.1:8b:N100,2,True,26,4,3,3,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N100/ontology_run2.ttl,
E3,dbSUPER,llama3.1:8b:N100,3,True,26,4,3,3,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N100/ontology_run3.ttl,
E3,dbSUPER,llama3.1:8b:N100:ragapi,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N100_ragapi/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N100:ragapi,2,True,22,2,2,2,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N100_ragapi/ontology_run2.ttl,
E3,dbSUPER,llama3.1:8b:N100:ragapi,3,True,42,9,8,8,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N100_ragapi/ontology_run3.ttl,
E3,dbSUPER,llama3.1:8b:N200,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N200/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N200,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N200/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N200,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N200/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N200:ragapi,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N200_ragapi/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N200:ragapi,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N200_ragapi/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N200:ragapi,3,True,14,7,0,7,6,0,2,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N200_ragapi/ontology_run3.ttl,
E3,dbSUPER,llama3.1:8b:N25,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N25/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N25,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N25/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N25,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N25/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N25:ragapi,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N25_ragapi/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N25:ragapi,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N25_ragapi/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N25:ragapi,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N25_ragapi/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N50,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N50/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N50,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N50/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N50,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N50/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N50:ragapi,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N50_ragapi/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N50:ragapi,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N50_ragapi/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:N50:ragapi,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_N50_ragapi/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:legacy,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_legacy/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:legacy,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_legacy/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:legacy,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_legacy/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:ragapi,1,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_ragapi/ontology_run1.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:ragapi,2,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_ragapi/ontology_run2.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:ragapi,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_ragapi/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:ragapi:C1,1,True,29,5,2,7,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_ragapi_C1/ontology_run1.ttl,
E3,dbSUPER,llama3.1:8b:ragapi:C1,2,True,35,6,5,11,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_ragapi_C1/ontology_run2.ttl,
E3,dbSUPER,llama3.1:8b:ragapi:C1,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_ragapi_C1/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:ragapi:C2,1,True,54,9,9,9,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_ragapi_C2/ontology_run1.ttl,
E3,dbSUPER,llama3.1:8b:ragapi:C2,2,True,54,9,9,9,6,0,2,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_ragapi_C2/ontology_run2.ttl,
E3,dbSUPER,llama3.1:8b:ragapi:C2,3,False,0,,,,,,,,,,,,,,,,,,,,,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_ragapi_C2/ontology_run3.ttl,No se pudo parsear el Turtle generado
E3,dbSUPER,llama3.1:8b:ragapi:C3,1,True,26,2,0,9,6,0,2,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E3/dbSUPER/llama3.1_8b_ragapi_C3/ontology_run1.ttl,
